<PARSED TEXT FOR SHEET: 1 / 1 TABS
TAB NAME: candidate_pool.csv>index,candidate_id,优先级,基材类别,题名,年份,期刊,DOI,来源/下载链接,访问状态,TG证据,LOI证据,预计可贡献状态_低,预计可贡献状态_高,容量估计依据,候选说明,是否需用户下载全文,下载后动作
118,C119,A,聚酯,Fabrication and performance evaluation of hydrophobic flame-retardant coatings on polyester substrates via phytic acid and siloxane,2026,Progress in Organic Coatings,10.1016/j.porgcoat.2025.109914,https://doi.org/10.1016/j.porgcoat.2025.109914,出版社页已找到；全文权限待下载,TG待PDF确认,LOI已确认,5,11,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,,是,优先下载PDF及SI，逐样品建立sample_id并核对TG/LOI同状态
119,C120,A,聚酯,Application of a novel plasma-based method of introducing maleic acid and pentaerythritol phosphate urea salt onto polyester fabrics for durable flame-retardant treatment,2019,Textile Research Journal,10.1177/0040517519845685,https://doi.org/10.1177/0040517519845685,出版社页已找到；全文权限待下载,TG已确认,LOI已确认,5,11,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,,是,优先下载PDF及SI，逐样品建立sample_id并核对TG/LOI同状态
120,C121,A,聚酯,"A versatile ionic liquid functionalized macromolecular nano-coating via surface-initiated PET-RAFT: Imparting flame retardancy, anti-dripping, and smoke suppression to polyester fabrics",2026,Colloids and Surfaces A: Physicochemical and Engineering Aspects,10.1016/j.colsurfa.2026.139665,https://doi.org/10.1016/j.colsurfa.2026.139665,出版社页已找到；全文/补充材料待下载核验,热稳定性/TG待全文逐图确认,LOI已由摘要确认,4,10,根据出版社摘要/Highlights/SI中明确出现的对照、处理系列、添加量、层数或洗涤状态保守估计；最终以PDF逐样品核验为准,,是,优先下载PDF及SI，逐样品建立sample_id并核对TG/LOI同状态
121,C122,A,聚酯,"Green flame-retardant coatings based on iron alginate for polyester fabrics: Thermal stability, flame retardancy and mechanical properties",2022,Polymer Degradation and Stability,10.1016/j.polymdegradstab.2022.110207,https://doi.org/10.1016/j.polymdegradstab.2022.110207,出版社页已找到；全文/补充材料待下载核验,TGA/thermal stability为论文核心,LOI已确认,4,10,根据出版社摘要/Highlights/SI中明确出现的对照、处理系列、添加量、层数或洗涤状态保守估计；最终以PDF逐样品核验为准,,是,优先下载PDF及SI，逐样品建立sample_id并核对TG/LOI同状态
122,C123,A,聚酯,Construction of multifunctional coatings of polyester fabric for flame retardancy and personal thermal management,2025,Composites Part A: Applied Science and Manufacturing,10.1016/j.compositesa.2025.108772,https://doi.org/10.1016/j.compositesa.2025.108772,出版社页已找到；全文权限待下载,TG已确认,LOI已确认,4,9,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,,是,优先下载PDF及SI，逐样品建立sample_id并核对TG/LOI同状态
123,C124,A,聚酯,Construction of flame retardant coating on polyester fabric with ammonium polyphosphate and carbon microspheres,2019,Polymer Degradation and Stability,,,出版社页已找到；全文权限待下载,TG已确认,LOI已确认,4,9,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,DOI待补,是,优先下载PDF及SI，逐样品建立sample_id并核对TG/LOI同状态
124,C125,A,棉/聚酯,Eco-Friendly and Facile Integrated Intumescent Polyelectrolyte Complex Coating with Universal Flame Retardancy and Smoke Suppression for Cotton and its Blending Fabrics,2023,ACS Sustainable Chemistry & Engineering,10.1021/acssuschemeng.3c00028,https://doi.org/10.1021/acssuschemeng.3c00028,正文付费墙；Supporting Information可直接获取,SI明确含TG曲线和TGA数据表,SI明确含LOI表,8,18,根据出版社摘要/Highlights/SI中明确出现的对照、处理系列、添加量、层数或洗涤状态保守估计；最终以PDF逐样品核验为准,高优先级：同篇覆盖纯棉、棉/聚酯及其他含棉混纺，SI有TG与LOI表，适合批量提取。,否/可先直接读取,优先下载PDF及SI，逐样品建立sample_id并核对TG/LOI同状态
125,C126,A,棉/聚酯,Thermoanalytical studies of flame-retardant polyester/cotton textile blends: a comparison of THPC-urea-PVBr and THPOH ammonia treatments,1977,Thermochimica Acta,10.1016/0040-6031(77)85082-X,https://doi.org/10.1016/0040-6031(77)85082-X,出版社页已找到；全文权限待下载,TG/热分析已确认,LOI待PDF确认,10,18,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,,是,优先下载PDF及SI，逐样品建立sample_id并核对TG/LOI同状态
126,C127,A,棉/聚酯,Thermogravimetric analysis of polyester/cotton blends treated with Thpc-urea-poly(vinyl bromide),1976,Thermochimica Acta,10.1016/0040-6031(76)85053-8,https://doi.org/10.1016/0040-6031(76)85053-8,出版社页已找到；全文权限待下载,TG已确认,LOI待PDF确认,12,18,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,6种混纺比例×处理前后；两气氛是TG记录而非材料状态,是,优先下载PDF及SI，逐样品建立sample_id并核对TG/LOI同状态
127,C128,A,棉/聚酯,Facile construction of H3PO3-modified chitosan/montmorillonite coatings for highly efficient flame retardation of polyester–cotton fabrics,2023,Progress in Organic Coatings,10.1016/j.porgcoat.2023.107864,https://doi.org/10.1016/j.porgcoat.2023.107864,出版社页已找到；全文/补充材料待下载核验,thermal decomposition behavior明确,LOI已明确；50次洗涤,5,15,根据出版社摘要/Highlights/SI中明确出现的对照、处理系列、添加量、层数或洗涤状态保守估计；最终以PDF逐样品核验为准,,是,优先下载PDF及SI，逐样品建立sample_id并核对TG/LOI同状态
128,C129,A,棉/聚酯,Thermal insulation and fire protection of polyester/cotton fabrics via expandable microsphere-intumescent flame retardant coatings,2026,Progress in Organic Coatings,10.1016/j.porgcoat.2025.109781,https://doi.org/10.1016/j.porgcoat.2025.109781,出版社页已找到；全文权限待下载,TGA/热行为待PDF确认,LOI/燃烧性能待PDF确认,6,14,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,,是,优先下载PDF及SI，逐样品建立sample_id并核对TG/LOI同状态
129,C130,A,棉/聚酯,Eco-friendly flame retardant and dripping-resistant of polyester/cotton blend fabrics through layer-by-layer assembly fully bio-based chitosan/phytic acid coating,2021,International Journal of Biological Macromolecules,10.1016/j.ijbiomac.2021.02.023,https://doi.org/10.1016/j.ijbiomac.2021.02.023,出版社页已找到；全文权限待下载,TG已确认,LOI已确认,6,14,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,,是,优先下载PDF及SI，逐样品建立sample_id并核对TG/LOI同状态
130,C131,A,棉/聚酯,Strategy to the scaffold effect of polyester-cotton fabrics: A fully encapsulated chitosan-based flame-retardant coating with integrated antibacterial and recyclable properties,2026,International Journal of Biological Macromolecules,10.1016/j.ijbiomac.2026.150573,https://doi.org/10.1016/j.ijbiomac.2026.150573,出版社页已找到；全文权限待下载,TGA待PDF确认,LOI待PDF确认,5,12,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,,是,优先下载PDF及SI，逐样品建立sample_id并核对TG/LOI同状态
131,C132,A,棉/聚酯,"One-step and multi-functional polyester/cotton fabrics with phosphorylation chitosan: Its flame retardancy, anti-bacteria, hydrophobicity, and flame-retardant mechanism",2025,Progress in Organic Coatings,10.1016/j.porgcoat.2025.109179,https://doi.org/10.1016/j.porgcoat.2025.109179,出版社页已找到；全文权限待下载,TGA/机理分析待PDF确认,LOI/燃烧性能待PDF确认,5,12,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,,是,优先下载PDF及SI，逐样品建立sample_id并核对TG/LOI同状态
132,C133,A,棉/聚酯,Flammability and combustion behavior of the polyester/cotton blended fabric via an independent flame-retardation for two components strategy,2024,Polymer Degradation and Stability,10.1016/j.polymdegradstab.2023.110638,https://doi.org/10.1016/j.polymdegradstab.2023.110638,出版社页已找到；全文权限待下载,TG已确认,LOI已确认,5,12,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,,是,优先下载PDF及SI，逐样品建立sample_id并核对TG/LOI同状态
133,C134,A,棉/聚酯,Formaldehyde-free durable flame-retardant finishing for polyester/cotton blended fabrics through chemical grafting and cross-linking,2023,Polymer Degradation and Stability,10.1016/j.polymdegradstab.2023.110531,https://doi.org/10.1016/j.polymdegradstab.2023.110531,出版社页已找到；全文权限待下载,TG已确认,LOI已确认,5,12,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,,是,优先下载PDF及SI，逐样品建立sample_id并核对TG/LOI同状态
134,C135,A,棉/聚酯,Improving the flame retardant properties of polyester-cotton blend fabrics by introducing an intumescent coating via layer by layer assembly,2020,Journal of Applied Polymer Science,10.1002/app.49253,https://doi.org/10.1002/app.49253,出版社页已找到；全文权限待下载,TG已确认,LOI已确认,5,12,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,,是,优先下载PDF及SI，逐样品建立sample_id并核对TG/LOI同状态
135,C136,A,棉/聚酯,"A novel phosphoryl imidazolate flame retardant for polyester-cotton blend fabrics: Flame retardancy, thermal behavior and mechanical properties",2025,Thermochimica Acta,10.1016/j.tca.2025.179991,https://doi.org/10.1016/j.tca.2025.179991,出版社页已找到；全文权限待下载,TG已确认,LOI已确认,5,11,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,,是,优先下载PDF及SI，逐样品建立sample_id并核对TG/LOI同状态
136,C137,A,棉/聚酯,Application of Silver-Loaded Halloysite Nanotubes in Flame Retardant and Smoke-Suppressive Coating for Polyester-Cotton Fabric,2023,ACS Applied Materials & Interfaces,10.1021/acsami.3c02139,https://doi.org/10.1021/acsami.3c02139,出版社页已找到；全文权限待下载,TG待PDF确认,LOI/燃烧已确认,5,11,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,,是,优先下载PDF及SI，逐样品建立sample_id并核对TG/LOI同状态
137,C138,A,棉/聚酯,"Sustainable, Scalable, and Highly Flame-Retardant Cellulose-Containing Fabrics",2025,ACS Sustainable Chemistry & Engineering,10.1021/acssuschemeng.4c07749,https://doi.org/10.1021/acssuschemeng.4c07749,出版社页已找到；全文/补充材料待下载核验,TG/TGA待SI核验,LOI已明确,4,10,根据出版社摘要/Highlights/SI中明确出现的对照、处理系列、添加量、层数或洗涤状态保守估计；最终以PDF逐样品核验为准,,是,优先下载PDF及SI，逐样品建立sample_id并核对TG/LOI同状态
138,C139,A,棉/聚酯,"A P/N flame retardant for polyester-cotton fabrics: Flame retardancy, mechanical properties and antibacterial property",2024,International Journal of Biological Macromolecules,10.1016/j.ijbiomac.2024.129767,https://doi.org/10.1016/j.ijbiomac.2024.129767,出版社页已找到；全文权限待下载,TG待PDF确认,LOI已确认,4,10,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,,是,优先下载PDF及SI，逐样品建立sample_id并核对TG/LOI同状态
139,C140,A,棉/聚酯,Eco-friendly multifunctional coating for polyester-cotton blended fabrics with superior flame retardancy and antibacterial properties,2024,International Journal of Biological Macromolecules,10.1016/j.ijbiomac.2024.132407,https://doi.org/10.1016/j.ijbiomac.2024.132407,出版社页已找到；全文/补充材料待下载核验,热降解/炭与挥发物分析明确，TG待PDF位置核验,LOI已明确,4,10,根据出版社摘要/Highlights/SI中明确出现的对照、处理系列、添加量、层数或洗涤状态保守估计；最终以PDF逐样品核验为准,,是,优先下载PDF及SI，逐样品建立sample_id并核对TG/LOI同状态
140,C141,A,棉/聚酯,Flame retardation of polyester/cotton blended fabrics via intumescent sol-gel coatings,2022,Polymer Degradation and Stability,10.1016/j.polymdegradstab.2022.110115,https://doi.org/10.1016/j.polymdegradstab.2022.110115,出版社页已找到；全文/补充材料待下载核验,thermal decomposition behavior明确,LOI已明确；至少8%/15%添加量,4,10,根据出版社摘要/Highlights/SI中明确出现的对照、处理系列、添加量、层数或洗涤状态保守估计；最终以PDF逐样品核验为准,,是,优先下载PDF及SI，逐样品建立sample_id并核对TG/LOI同状态
141,C142,A,棉/聚酯,Improving the flame retardant and antibacterial performance of polyester/cotton blend fabrics with organic-inorganic hybrid coating,2022,Polymer Degradation and Stability,10.1016/j.polymdegradstab.2022.109944,https://doi.org/10.1016/j.polymdegradstab.2022.109944,出版社页已找到；全文/补充材料待下载核验,TGA已明确；800°C残余质量摘要可核,LOI已明确,4,10,根据出版社摘要/Highlights/SI中明确出现的对照、处理系列、添加量、层数或洗涤状态保守估计；最终以PDF逐样品核验为准,,是,优先下载PDF及SI，逐样品建立sample_id并核对TG/LOI同状态
142,C143,A,棉/聚酯,Insight into pyrolysis degradation of polyester/cotton blended fabric with a system of two-component independent flame-retardation by Py-GC/MS analysis,2025,Journal of Analytical and Applied Pyrolysis,10.1016/j.jaap.2025.107109,https://doi.org/10.1016/j.jaap.2025.107109,出版社页已找到；全文权限待下载,TG已确认,LOI已确认,3,6,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,,是,优先下载PDF及SI，逐样品建立sample_id并核对TG/LOI同状态
143,C144,A,棉/锦纶,Layer-by-layer assembly of halogen-free polymeric materials on nylon/cotton blend for flame retardant applications,2016,Fire and Materials,10.1002/fam.2280,https://doi.org/10.1002/fam.2280,出版社页已找到；全文权限待下载,TG已确认,垂直燃烧已确认；LOI待PDF,6,14,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,3种聚硅氧烷体系,是,优先下载PDF及SI，逐样品建立sample_id并核对TG/LOI同状态
144,C145,A,棉/锦纶,Durable flame retardant finishing of the nylon/cotton blend fabric using a hydroxyl-functional organophosphorus oligomer,2005,Polymer Degradation and Stability,10.1016/j.polymdegradstab.2004.11.013,https://doi.org/10.1016/j.polymdegradstab.2004.11.013,出版社页已找到；全文权限待下载,TG已确认,LOI/燃烧已确认,6,14,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,含Nyco及尼龙6/66对照,是,优先下载PDF及SI，逐样品建立sample_id并核对TG/LOI同状态
145,C146,A,棉/锦纶,Improving the fire performance and washing durability of nylon-cotton blend fabrics by the incorporation taurine derivatives,2022,Progress in Organic Coatings,,,出版社页已找到；全文权限待下载,TG已确认,LOI已确认,5,12,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,出版社PII S0300944022003150；DOI待补,是,优先下载PDF及SI，逐样品建立sample_id并核对TG/LOI同状态
146,C147,A,棉/锦纶,The chemical bonding and fire performance of the nylon/cotton blend fabrics treated with a hydroxy-functional organophosphorus oligomer,2016,Polymer Degradation and Stability,10.1016/j.polymdegradstab.2016.03.014,https://doi.org/10.1016/j.polymdegradstab.2016.03.014,出版社页已找到；全文权限待下载,TG已确认,LOI/燃烧已确认,5,12,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,,是,优先下载PDF及SI，逐样品建立sample_id并核对TG/LOI同状态
147,C148,A,棉/锦纶,Water-soluble polyelectrolyte complex nanocoating for flame retardant nylon-cotton fabric,2015,Polymer Degradation and Stability,10.1016/j.polymdegradstab.2015.10.008,https://doi.org/10.1016/j.polymdegradstab.2015.10.008,出版社页已找到；全文权限待下载,TGA已确认/高度相关,燃烧性能已确认；LOI待PDF,5,12,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,,是,优先下载PDF及SI，逐样品建立sample_id并核对TG/LOI同状态
148,C149,A,棉/锦纶,Eco-friendly flame retardant and smoke suppression coating containing boron compounds and phytic acids for nylon/cotton blend fabrics,2022,Industrial Crops and Products,10.1016/j.indcrop.2022.115239,https://doi.org/10.1016/j.indcrop.2022.115239,出版社页已找到；全文/补充材料待下载核验,热降解/char分析明确；TGA待PDF图表位置确认,LOI已明确,4,10,根据出版社摘要/Highlights/SI中明确出现的对照、处理系列、添加量、层数或洗涤状态保守估计；最终以PDF逐样品核验为准,,是,优先下载PDF及SI，逐样品建立sample_id并核对TG/LOI同状态
149,C150,A,棉/锦纶,Bio-Based Flame-Retardant Coatings Based on the Synergistic Combination of Tannic Acid and Phytic Acid for Nylon–Cotton Blends,2021,ACS Applied Materials & Interfaces,10.1021/acsami.1c16474,https://doi.org/10.1021/acsami.1c16474,出版社页已找到；全文权限待下载,TG已确认,燃烧已确认；LOI待PDF,4,9,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,,是,优先下载PDF及SI，逐样品建立sample_id并核对TG/LOI同状态
150,C151,A,芳纶,Covalently Modified Kevlar Fabric Incorporating Graphene Oxide with Enhanced Antibacterial Properties and Preserved Strength,2023,Chemistry – A European Journal,10.1002/chem.202301400,https://doi.org/10.1002/chem.202301400,出版社页已找到；全文权限待下载,TG已确认,LOI无/辅助参照,6,12,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,多种表面改性阶段，可作TG辅助参照,是,优先下载PDF及SI，逐样品建立sample_id并核对TG/LOI同状态
151,C152,A,芳纶,Evaluating the thermal stability of high performance fibers by TGA,2005,Journal of Applied Polymer Science,10.1002/app.22305,https://doi.org/10.1002/app.22305,出版社页已找到；全文权限待下载,TG已确认,LOI通常无；作为TG基线,5,10,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,高性能纤维基线，含芳纶等,是,优先下载PDF及SI，逐样品建立sample_id并核对TG/LOI同状态
152,C153,A,芳纶,"Development of a Superhydrophobic, Self-Cleaning Aramid Fabric Integrating Photocatalytic and Flame-Retardant Functions",2026,ACS Applied Polymer Materials,10.1021/acsapm.6c00834,https://doi.org/10.1021/acsapm.6c00834,出版社页已找到；全文权限待下载,TG待PDF确认,燃烧性能已确认,4,9,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,,是,优先下载PDF及SI，逐样品建立sample_id并核对TG/LOI同状态
153,C154,A,芳纶,Highly Hydrophobic SiO2/TiO2 Coatings for Thermal Protection: Enhancing Flame Retardancy and Thermal Insulation Performance of Aramid Fabrics,2025,Advanced Engineering Materials,10.1002/adem.202500141,https://doi.org/10.1002/adem.202500141,出版社页已找到；全文权限待下载,TG待PDF确认,燃烧性能待PDF确认,4,9,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,,是,优先下载PDF及SI，逐样品建立sample_id并核对TG/LOI同状态
154,C155,A,芳纶,"Flame-retardant aramid fabric with durable, self-cleaning, hydrophobic, and tunable electromagnetic interference shielding properties",2023,Composites Part A: Applied Science and Manufacturing,10.1016/j.compositesa.2022.107392,https://doi.org/10.1016/j.compositesa.2022.107392,出版社页已找到；全文权限待下载,TG待PDF确认,燃烧性能已确认,4,9,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,,是,优先下载PDF及SI，逐样品建立sample_id并核对TG/LOI同状态
155,C156,B,棉,Synergistic flame retardant effect of phosphorus-nitrogen system for the preparation of high-performance flame-retardant cotton fabrics,2025,Surfaces and Interfaces,10.1016/j.surfin.2025.106833,https://doi.org/10.1016/j.surfin.2025.106833,出版社页已找到；全文/补充材料待下载核验,TGA已明确；800°C残余量,LOI已明确；含40次洗涤,5,12,根据出版社摘要/Highlights/SI中明确出现的对照、处理系列、添加量、层数或洗涤状态保守估计；最终以PDF逐样品核验为准,,是,作为第二批补充；下载后核对TG是否对应全部处理状态
156,C157,B,棉,"One pot application of a green chemistry-based finish for cotton fabric, providing hydrophobic, flame retardant, and antimicrobial properties",2024,RSC Advances,10.1039/D3RA07931G,https://doi.org/10.1039/D3RA07931G,开放全文可获取,TG/DTG已确认,LOI已确认,5,12,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,,否/可先直接读取,作为第二批补充；下载后核对TG是否对应全部处理状态
157,C158,B,棉,Durable Flame-Retardant Cotton Fabric Modified by a Novel Reactive P-N Intumescent Flame Retardant,2023,Advances in Polymer Technology,10.1155/2023/4359057,https://doi.org/10.1155/2023/4359057,开放全文可获取,TG/DTG已确认,LOI已确认,5,12,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,,否/可先直接读取,作为第二批补充；下载后核对TG是否对应全部处理状态
158,C159,B,棉,Investigation of bisphenol-substituted spirocyclic phosphazenes as cotton textile–based flame retardants,2020,Journal of Engineered Fibers and Fabrics,10.1177/1558925020920887,https://doi.org/10.1177/1558925020920887,开放全文可获取,TG/DTG已确认,LOI已确认,5,12,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,,否/可先直接读取,作为第二批补充；下载后核对TG是否对应全部处理状态
159,C160,B,棉,Intumescent multilayer hybrid coating for flame retardant cotton fabrics based on layer-by-layer assembly and sol–gel process,2015,RSC Advances,10.1039/C4RA14943B,https://doi.org/10.1039/C4RA14943B,开放全文可获取,TG/DTG已确认,LOI已确认,5,12,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,,否/可先直接读取,作为第二批补充；下载后核对TG是否对应全部处理状态
160,C161,B,棉,Development of a new nitrogen-phosphorus synergistic flame-retardant system based on melamine and its application in cotton fabrics,2026,Surfaces and Interfaces,10.1016/j.surfin.2026.108880,https://doi.org/10.1016/j.surfin.2026.108880,出版社页已找到；全文/补充材料待下载核验,热稳定性/TGA待PDF逐图确认,LOI已明确,4,10,根据出版社摘要/Highlights/SI中明确出现的对照、处理系列、添加量、层数或洗涤状态保守估计；最终以PDF逐样品核验为准,,是,作为第二批补充；下载后核对TG是否对应全部处理状态
161,C162,B,棉,Preparation of a reactive flame retardant and its finishing on cotton fabrics based on click chemistry,2017,RSC Advances,10.1039/C6RA26075F,https://doi.org/10.1039/C6RA26075F,开放全文可获取,TG/DTG已确认,LOI已确认,4,10,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,,否/可先直接读取,作为第二批补充；下载后核对TG是否对应全部处理状态
162,C163,B,棉,Flame-retardant cotton fabrics by reaction of cellulose with phosphorus trichloride-DMF adduct,1973,Journal of Applied Polymer Science,10.1002/app.1973.070170220,https://doi.org/10.1002/app.1973.070170220,出版社页已找到；全文权限待下载,热分析/热分解候选，PDF需核验具体TG字段,氧指数/燃烧候选，PDF需核验,4,10,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,经典早期研究；用于扩展未处理/传统整理的材料空间,是,作为第二批补充；下载后核对TG是否对应全部处理状态
163,C164,B,棉,Synthesis of a novel flame retardant phosphorus/nitrogen/siloxane and its application on cotton fabrics,2015,Textile Research Journal,10.1177/0040517514555801,https://doi.org/10.1177/0040517514555801,出版社页已找到；全文权限待下载,TG/DTG已确认,LOI已确认,4,9,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,,是,作为第二批补充；下载后核对TG是否对应全部处理状态
164,C165,B,棉,Fire retardant property of cotton fabric treated with herbal extract,2015,The Journal of The Textile Institute,10.1080/00405000.2014.995456,https://doi.org/10.1080/00405000.2014.995456,出版社页已找到；全文权限待下载,TG/DTG已确认,LOI已确认,4,9,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,新鲜/丝光棉及处理、洗涤/老化状态；TG+LOI,是,作为第二批补充；下载后核对TG是否对应全部处理状态
165,C166,B,棉,Understanding the Mechanism of Action of Triazine-Phosphonate Derivatives as Flame Retardants for Cotton Fabric,2015,Molecules,10.3390/molecules200611236,https://doi.org/10.3390/molecules200611236,开放全文,TG已确认,LOI待核,4,8,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,,否/可先直接读取,作为第二批补充；下载后核对TG是否对应全部处理状态
166,C167,B,棉,Application of a Phosphazene Derivative as a Flame Retardant for Cotton Fabric using Conventional Method and Supercritical CO2,2014,American Journal of Analytical Chemistry / AATCC-related research,10.14504/ajr.1.6.3,https://doi.org/10.14504/ajr.1.6.3,出版社页已找到；全文权限待下载,TG已确认,LOI已确认,4,8,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,,是,作为第二批补充；下载后核对TG是否对应全部处理状态
167,C168,B,聚酯,Effect of Zinc Borate on Flammability of PET Woven Fabrics,2019,Advances in Polymer Technology,10.1155/2019/7150736,https://doi.org/10.1155/2019/7150736,开放全文可获取；适合优先逐状态提取,TGA已确认,LOI已确认；多配方/多洗涤状态,9,27,根据出版社摘要/Highlights/SI中明确出现的对照、处理系列、添加量、层数或洗涤状态保守估计；最终以PDF逐样品核验为准,高信息密度：Ref、不同ZB用量/整理体系及0/10/20次洗涤状态，下载后重点核对哪些状态同时做TG。,否/可先直接读取,作为第二批补充；下载后核对TG是否对应全部处理状态
168,C169,B,聚酯,Evaluation of the flammability and thermal properties of a new flame retardant coating applied on polyester fabric,2016,Egyptian Journal of Petroleum,10.1016/j.ejpe.2015.04.001,https://doi.org/10.1016/j.ejpe.2015.04.001,开放全文可获取；适合优先逐状态提取,TGA已确认；含UV/ozone处理系列,LOI已确认,8,20,根据出版社摘要/Highlights/SI中明确出现的对照、处理系列、添加量、层数或洗涤状态保守估计；最终以PDF逐样品核验为准,,否/可先直接读取,作为第二批补充；下载后核对TG是否对应全部处理状态
169,C170,B,聚酯,Construction of fully bio-based flame retardant and antibacterial coating on polyester fabric with chitosan and ammonium phytate,2024,Journal of Applied Polymer Science,10.1002/app.55940,https://doi.org/10.1002/app.55940,出版社页已找到；全文权限待下载,TG/DTG已确认,LOI已确认,5,12,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,,是,作为第二批补充；下载后核对TG是否对应全部处理状态
170,C171,B,聚酯,Construction of eco-friendly flame retardant and dripping-resistant coating on polyester fabrics,2021,Surface Engineering,10.1080/02670844.2021.1911458,https://doi.org/10.1080/02670844.2021.1911458,出版社页已找到；全文权限待下载,TG/DTG已确认,LOI已确认,5,12,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,,是,作为第二批补充；下载后核对TG是否对应全部处理状态
171,C172,B,聚酯,Studies on modification of some flammability characteristics by plasma. II. Polyester fabric,1991,Journal of Applied Polymer Science,10.1002/app.1991.070421010,https://doi.org/10.1002/app.1991.070421010,机构仓储页面已找到,TG/DTG已确认,LOI已确认,5,12,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,,是,作为第二批补充；下载后核对TG是否对应全部处理状态
172,C173,B,聚酯,Flame retardance in polyester fabric radiolytically grafted with bromostyrene,1983,Journal of Applied Polymer Science,10.1002/app.1983.070280724,https://doi.org/10.1002/app.1983.070280724,出版社页已找到；全文权限待下载,TG/DTG已确认,LOI已确认,5,12,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,,是,作为第二批补充；下载后核对TG是否对应全部处理状态
173,C174,B,聚酯,Robust Superhydrophobic Flame-Retardant Coating on Polyester Fabrics Based on Polyphosphazene Nanospheres,2025,Journal of Applied Polymer Science,10.1002/app.56888,https://doi.org/10.1002/app.56888,出版社页已找到；全文权限待下载,TGA待PDF确认,LOI/燃烧性能待PDF确认,4,10,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,,是,作为第二批补充；下载后核对TG是否对应全部处理状态
174,C175,B,聚酯,"Improvement of thermal stability, flame retardancy, hydrophobicity, tear and wear performance of polyester fabrics with graphene nanoplatelet coating",2024,Journal of Applied Polymer Science,10.1002/app.55765,https://doi.org/10.1002/app.55765,开放全文可获取,TG/DTG已确认,LOI已确认,4,10,按论文中对照/处理配方/浓度或洗涤状态估计；最终以PDF逐样品核验为准,,否/可先直接读取,作为第二批补充；下载后核对TG是否对应全部处理状态
