<PARSED TEXT FOR SHEET: 1 / 1 TABS
TAB NAME: scatter_ready.csv>index,record_id,dataset_type,sample_id,study_id,evidence_level,brand_or_system,material_category,material_form,composition,sample_state,treatment_state,treatment_chemistry,treatment_method,add_on,add_on_unit,atmosphere,gas_flow_mL_min,heating_rate_C_min,T5_C,T10_C,T20_C,Tonset_C,Tmax1_C,Tmax2_C,Tmax3_C,max_mass_loss_rate,rate_unit,R400_pct,R500_pct,R600_pct,R650_pct,R700_pct,R800_pct,residue_temp_C,residue_pct,LOI_pct,numeric_TG,numeric_LOI,direct_numeric_use,source_title,year,journal_or_source_type,DOI,source_url,source_location,limitations
314,CTG0107,commercial,,,C-商业纤维/商业阻燃剂实测,PET + Cloisite®15A,聚酯,纤维,commercial PET fibers modified in aqueous bath with commercial Cloisite®15A,PET + 2.50% C15A,C15A bath concentration=2.5% owf,,,,,air,60.0,20,,,,,,,,,,,,,,,,,,20.5,否,是,否,PET Fibers Modified with Cloisite Nanoclay,2020.0,原始论文开放全文,10.3390/polym12040774,https://pmc.ncbi.nlm.nih.gov/articles/PMC7240403/,原文Table 1 + TGA正文/曲线,纤维形态，作为S2辅助参照；Tmax仅在原文明示的0%和0.5%状态填数值。
315,CTG0108,commercial,,,C-商业纤维/商业阻燃剂实测,PET + Cloisite®15A,聚酯,纤维,commercial PET fibers modified in aqueous bath with commercial Cloisite®15A,PET + 5.00% C15A,C15A bath concentration=5.0% owf,,,,,air,60.0,20,,,,,,,,,,,,,,,,,,20.0,否,是,否,PET Fibers Modified with Cloisite Nanoclay,2020.0,原始论文开放全文,10.3390/polym12040774,https://pmc.ncbi.nlm.nih.gov/articles/PMC7240403/,原文Table 1 + TGA正文/曲线,纤维形态，作为S2辅助参照；Tmax仅在原文明示的0%和0.5%状态填数值。
316,CTG0109,commercial,,,C-商业纤维/商业阻燃剂实测,PET + Cloisite®15A,聚酯,纤维,commercial PET fibers modified in aqueous bath with commercial Cloisite®15A,PET + 7.50% C15A,C15A bath concentration=7.5% owf,,,,,air,60.0,20,,,,,,,,,,,,,,,,,,19.8,否,是,否,PET Fibers Modified with Cloisite Nanoclay,2020.0,原始论文开放全文,10.3390/polym12040774,https://pmc.ncbi.nlm.nih.gov/articles/PMC7240403/,原文Table 1 + TGA正文/曲线,纤维形态，作为S2辅助参照；Tmax仅在原文明示的0%和0.5%状态填数值。
317,CTG0110,commercial,,,B-明确品牌/高性能纤维,Kevlar® 29,芳纶,纤维,Kevlar® 29,Kevlar® 29 - air,as received,,,,,air,,,,,,,,,,,,,,,,,,,,,否,否,否,Evaluating the thermal stability of high performance fibers by TGA,2006.0,原始论文,10.1002/app.22305,https://onlinelibrary.wiley.com/doi/10.1002/app.22305,Wiley摘要；完整特征温度待全文,论文称共8种HPF；当前可核验摘要明确列出7种，未猜测第8种。
318,CTG0111,commercial,,,B-明确品牌/高性能纤维,Kevlar® 29,芳纶,纤维,Kevlar® 29,Kevlar® 29 - N2,as received,,,,,N2,,,,,,,,,,,,,,,,,,,,,否,否,否,Evaluating the thermal stability of high performance fibers by TGA,2006.0,原始论文,10.1002/app.22305,https://onlinelibrary.wiley.com/doi/10.1002/app.22305,Wiley摘要；完整特征温度待全文,论文称共8种HPF；当前可核验摘要明确列出7种，未猜测第8种。
319,CTG0112,commercial,,,B-明确品牌/高性能纤维,Kevlar® 49,芳纶,纤维,Kevlar® 49,Kevlar® 49 - air,as received,,,,,air,,,,,,,,,,,,,,,,,,,,,否,否,否,Evaluating the thermal stability of high performance fibers by TGA,2006.0,原始论文,10.1002/app.22305,https://onlinelibrary.wiley.com/doi/10.1002/app.22305,Wiley摘要；完整特征温度待全文,论文称共8种HPF；当前可核验摘要明确列出7种，未猜测第8种。
320,CTG0113,commercial,,,B-明确品牌/高性能纤维,Kevlar® 49,芳纶,纤维,Kevlar® 49,Kevlar® 49 - N2,as received,,,,,N2,,,,,,,,,,,,,,,,,,,,,否,否,否,Evaluating the thermal stability of high performance fibers by TGA,2006.0,原始论文,10.1002/app.22305,https://onlinelibrary.wiley.com/doi/10.1002/app.22305,Wiley摘要；完整特征温度待全文,论文称共8种HPF；当前可核验摘要明确列出7种，未猜测第8种。
321,CTG0114,commercial,,,B-明确品牌/高性能纤维,Kevlar® 129,芳纶,纤维,Kevlar® 129,Kevlar® 129 - air,as received,,,,,air,,,,,,,,,,,,,,,,,,,,,否,否,否,Evaluating the thermal stability of high performance fibers by TGA,2006.0,原始论文,10.1002/app.22305,https://onlinelibrary.wiley.com/doi/10.1002/app.22305,Wiley摘要；完整特征温度待全文,论文称共8种HPF；当前可核验摘要明确列出7种，未猜测第8种。
322,CTG0115,commercial,,,B-明确品牌/高性能纤维,Kevlar® 129,芳纶,纤维,Kevlar® 129,Kevlar® 129 - N2,as received,,,,,N2,,,,,,,,,,,,,,,,,,,,,否,否,否,Evaluating the thermal stability of high performance fibers by TGA,2006.0,原始论文,10.1002/app.22305,https://onlinelibrary.wiley.com/doi/10.1002/app.22305,Wiley摘要；完整特征温度待全文,论文称共8种HPF；当前可核验摘要明确列出7种，未猜测第8种。
323,CTG0116,commercial,,,B-明确品牌/高性能纤维,Twaron® 2000,芳纶,纤维,Twaron® 2000,Twaron® 2000 - air,as received,,,,,air,,,,,,,,,,,,,,,,,,,,,否,否,否,Evaluating the thermal stability of high performance fibers by TGA,2006.0,原始论文,10.1002/app.22305,https://onlinelibrary.wiley.com/doi/10.1002/app.22305,Wiley摘要；完整特征温度待全文,论文称共8种HPF；当前可核验摘要明确列出7种，未猜测第8种。
324,CTG0117,commercial,,,B-明确品牌/高性能纤维,Twaron® 2000,芳纶,纤维,Twaron® 2000,Twaron® 2000 - N2,as received,,,,,N2,,,,,,,,,,,,,,,,,,,,,否,否,否,Evaluating the thermal stability of high performance fibers by TGA,2006.0,原始论文,10.1002/app.22305,https://onlinelibrary.wiley.com/doi/10.1002/app.22305,Wiley摘要；完整特征温度待全文,论文称共8种HPF；当前可核验摘要明确列出7种，未猜测第8种。
325,CTG0118,commercial,,,B-明确品牌/高性能纤维,Terlon®,芳纶,纤维,Terlon®,Terlon® - air,as received,,,,,air,,,,,,476.4,,,,,,,,,,,,,,,是,否,是,Evaluating the thermal stability of high performance fibers by TGA,2006.0,原始论文,10.1002/app.22305,https://onlinelibrary.wiley.com/doi/10.1002/app.22305,Wiley摘要；完整特征温度待全文,论文称共8种HPF；当前可核验摘要明确列出7种，未猜测第8种。
326,CTG0119,commercial,,,B-明确品牌/高性能纤维,Terlon®,芳纶,纤维,Terlon®,Terlon® - N2,as received,,,,,N2,,,,,,,,,,,,,,,,,,,,,否,否,否,Evaluating the thermal stability of high performance fibers by TGA,2006.0,原始论文,10.1002/app.22305,https://onlinelibrary.wiley.com/doi/10.1002/app.22305,Wiley摘要；完整特征温度待全文,论文称共8种HPF；当前可核验摘要明确列出7种，未猜测第8种。
327,CTG0120,commercial,,,C-高性能纤维辅助,PBO,其他高性能纤维,纤维,PBO,PBO - air,as received,,,,,air,,,,,,,,,,,,,,,,,,,,,否,否,否,Evaluating the thermal stability of high performance fibers by TGA,2006.0,原始论文,10.1002/app.22305,https://onlinelibrary.wiley.com/doi/10.1002/app.22305,Wiley摘要；完整特征温度待全文,论文称共8种HPF；当前可核验摘要明确列出7种，未猜测第8种。
328,CTG0121,commercial,,,C-高性能纤维辅助,PBO,其他高性能纤维,纤维,PBO,PBO - N2,as received,,,,,N2,,,,,,,,,,,,,,,,,,,,,否,否,否,Evaluating the thermal stability of high performance fibers by TGA,2006.0,原始论文,10.1002/app.22305,https://onlinelibrary.wiley.com/doi/10.1002/app.22305,Wiley摘要；完整特征温度待全文,论文称共8种HPF；当前可核验摘要明确列出7种，未猜测第8种。
329,CTG0122,commercial,,,C-高性能纤维辅助,UHMW-PE,其他高性能纤维,纤维,UHMW-PE,UHMW-PE - air,as received,,,,,air,,,,,,321.8,,,,,,,,,,,,,,,是,否,是,Evaluating the thermal stability of high performance fibers by TGA,2006.0,原始论文,10.1002/app.22305,https://onlinelibrary.wiley.com/doi/10.1002/app.22305,Wiley摘要；完整特征温度待全文,论文称共8种HPF；当前可核验摘要明确列出7种，未猜测第8种。
330,CTG0123,commercial,,,C-高性能纤维辅助,UHMW-PE,其他高性能纤维,纤维,UHMW-PE,UHMW-PE - N2,as received,,,,,N2,,,,,,,,,,,,,,,,,,,,,否,否,否,Evaluating the thermal stability of high performance fibers by TGA,2006.0,原始论文,10.1002/app.22305,https://onlinelibrary.wiley.com/doi/10.1002/app.22305,Wiley摘要；完整特征温度待全文,论文称共8种HPF；当前可核验摘要明确列出7种，未猜测第8种。
331,CTG0124,commercial,,,B-明确商业品牌混纺,Nomex® 462 / Lenzing Viscose FR,芳纶/阻燃粘胶,机织物,0% Nomex 462 / 100% Lenzing Viscose FR,Sample 1: Nomex/Lenzing FR 0/100,未后整理/本质阻燃纤维混纺,,,,,,,,,,,,,,,,,,,,,,,,,,否,否,否,Research on thermal properties of Nomex/Viscose FR fibre blended fabric,2009.0,原始论文,10.1016/j.matdes.2009.04.012,https://www.sciencedirect.com/science/article/pii/S0261306909001617,出版社正文/摘要确认TG与比例,当前出版社页未显示各样品精确TG参数和LOI数值，待全文提取。
332,CTG0125,commercial,,,B-明确商业品牌混纺,Nomex® 462 / Lenzing Viscose FR,芳纶/阻燃粘胶,机织物,20% Nomex 462 / 80% Lenzing Viscose FR,Sample 2: Nomex/Lenzing FR 20/80,未后整理/本质阻燃纤维混纺,,,,,,,,,,,,,,,,,,,,,,,,,,否,否,否,Research on thermal properties of Nomex/Viscose FR fibre blended fabric,2009.0,原始论文,10.1016/j.matdes.2009.04.012,https://www.sciencedirect.com/science/article/pii/S0261306909001617,出版社正文/摘要确认TG与比例,当前出版社页未显示各样品精确TG参数和LOI数值，待全文提取。
333,CTG0126,commercial,,,B-明确商业品牌混纺,Nomex® 462 / Lenzing Viscose FR,芳纶/阻燃粘胶,机织物,35% Nomex 462 / 65% Lenzing Viscose FR,Sample 3: Nomex/Lenzing FR 35/65,未后整理/本质阻燃纤维混纺,,,,,,,,,,,,,,,,,,,,,,,,,,否,否,否,Research on thermal properties of Nomex/Viscose FR fibre blended fabric,2009.0,原始论文,10.1016/j.matdes.2009.04.012,https://www.sciencedirect.com/science/article/pii/S0261306909001617,出版社正文/摘要确认TG与比例,当前出版社页未显示各样品精确TG参数和LOI数值，待全文提取。
334,CTG0127,commercial,,,B-明确商业品牌混纺,Nomex® 462 / Lenzing Viscose FR,芳纶/阻燃粘胶,机织物,50% Nomex 462 / 50% Lenzing Viscose FR,Sample 4: Nomex/Lenzing FR 50/50,未后整理/本质阻燃纤维混纺,,,,,,,,,,,,,,,,,,,,,,,,,,否,否,否,Research on thermal properties of Nomex/Viscose FR fibre blended fabric,2009.0,原始论文,10.1016/j.matdes.2009.04.012,https://www.sciencedirect.com/science/article/pii/S0261306909001617,出版社正文/摘要确认TG与比例,当前出版社页未显示各样品精确TG参数和LOI数值，待全文提取。
335,CTG0128,commercial,,,B-明确商业品牌混纺,Nomex® 462 / Lenzing Viscose FR,芳纶/阻燃粘胶,机织物,65% Nomex 462 / 35% Lenzing Viscose FR,Sample 5: Nomex/Lenzing FR 65/35,未后整理/本质阻燃纤维混纺,,,,,,,,,,,,,,,,,,,,,,,,,,否,否,否,Research on thermal properties of Nomex/Viscose FR fibre blended fabric,2009.0,原始论文,10.1016/j.matdes.2009.04.012,https://www.sciencedirect.com/science/article/pii/S0261306909001617,出版社正文/摘要确认TG与比例,当前出版社页未显示各样品精确TG参数和LOI数值，待全文提取。
336,CTG0129,commercial,,,B-明确商业品牌混纺,Nomex® 462 / Lenzing Viscose FR,芳纶/阻燃粘胶,机织物,80% Nomex 462 / 20% Lenzing Viscose FR,Sample 6: Nomex/Lenzing FR 80/20,未后整理/本质阻燃纤维混纺,,,,,,,,,,,,,,,,,,,,,,,,,,否,否,否,Research on thermal properties of Nomex/Viscose FR fibre blended fabric,2009.0,原始论文,10.1016/j.matdes.2009.04.012,https://www.sciencedirect.com/science/article/pii/S0261306909001617,出版社正文/摘要确认TG与比例,当前出版社页未显示各样品精确TG参数和LOI数值，待全文提取。
337,CTG0130,commercial,,,B-明确商业品牌混纺,Nomex® 462 / Lenzing Viscose FR,芳纶/阻燃粘胶,机织物,100% Nomex 462 / 0% Lenzing Viscose FR,Sample 7: Nomex/Lenzing FR 100/0,未后整理/本质阻燃纤维混纺,,,,,,,,,,,,,,,,,,,,,,,,,,否,否,否,Research on thermal properties of Nomex/Viscose FR fibre blended fabric,2009.0,原始论文,10.1016/j.matdes.2009.04.012,https://www.sciencedirect.com/science/article/pii/S0261306909001617,出版社正文/摘要确认TG与比例,当前出版社页未显示各样品精确TG参数和LOI数值，待全文提取。
338,CTG0131,commercial,,,B-明确商业品牌型号,Twaron® 1010,芳纶,纤维/纱线,Twaron® 1010,as-received,as-received; finish=0.14 wt%,,,,,synthetic air,,10,,,,495.0,,,,,,,,,,,,,,,是,否,是,Influence of Finish Treatment on the Durability of Aramid Fibers Aged Under an Alkaline Environment,,原始研究/机构仓储,,https://www.researchgate.net/publication/46015327_Influence_of_Finish_Treatment_on_the_Durability_of_Aramid_Fibers_Aged_Under_an_Alkaline_Environment,论文/学位论文表格明确数值,材料形态为纤维/纱线，作为织物辅助参照；老化时间不同公开版本出现364/549天表述，统一保留“约1年”。
339,CTG0132,commercial,,,B-明确商业品牌型号,Twaron® 1010,芳纶,纤维/纱线,Twaron® 1010,"pH11, 80°C, ~1 year","pH11, 80°C, ~1 year; finish=0.14 wt%",,,,,synthetic air,,10,,,,473.0,,,,,,,,,,,,,,,是,否,是,Influence of Finish Treatment on the Durability of Aramid Fibers Aged Under an Alkaline Environment,,原始研究/机构仓储,,https://www.researchgate.net/publication/46015327_Influence_of_Finish_Treatment_on_the_Durability_of_Aramid_Fibers_Aged_Under_an_Alkaline_Environment,论文/学位论文表格明确数值,材料形态为纤维/纱线，作为织物辅助参照；老化时间不同公开版本出现364/549天表述，统一保留“约1年”。
340,CTG0133,commercial,,,B-明确商业品牌型号,Twaron® 1010,芳纶,纤维/纱线,Twaron® 1010,"pH9, 80°C, ~1 year","pH9, 80°C, ~1 year; finish=0.14 wt%",,,,,synthetic air,,10,,,,489.0,,,,,,,,,,,,,,,是,否,是,Influence of Finish Treatment on the Durability of Aramid Fibers Aged Under an Alkaline Environment,,原始研究/机构仓储,,https://www.researchgate.net/publication/46015327_Influence_of_Finish_Treatment_on_the_Durability_of_Aramid_Fibers_Aged_Under_an_Alkaline_Environment,论文/学位论文表格明确数值,材料形态为纤维/纱线，作为织物辅助参照；老化时间不同公开版本出现364/549天表述，统一保留“约1年”。
341,CTG0134,commercial,,,B-明确商业品牌型号,Twaron® 1000,芳纶,纤维/纱线,Twaron® 1000,as-received,as-received; finish=0.6–1 wt%,,,,,synthetic air,,10,,,,498.0,,,,,,,,,,,,,,,是,否,是,Influence of Finish Treatment on the Durability of Aramid Fibers Aged Under an Alkaline Environment,,原始研究/机构仓储,,https://www.researchgate.net/publication/46015327_Influence_of_Finish_Treatment_on_the_Durability_of_Aramid_Fibers_Aged_Under_an_Alkaline_Environment,论文/学位论文表格明确数值,材料形态为纤维/纱线，作为织物辅助参照；老化时间不同公开版本出现364/549天表述，统一保留“约1年”。
342,CTG0135,commercial,,,B-明确商业品牌型号,Twaron® 1000,芳纶,纤维/纱线,Twaron® 1000,"pH11, 80°C, ~1 year","pH11, 80°C, ~1 year; finish=0.6–1 wt%",,,,,synthetic air,,10,,,,479.0,,,,,,,,,,,,,,,是,否,是,Influence of Finish Treatment on the Durability of Aramid Fibers Aged Under an Alkaline Environment,,原始研究/机构仓储,,https://www.researchgate.net/publication/46015327_Influence_of_Finish_Treatment_on_the_Durability_of_Aramid_Fibers_Aged_Under_an_Alkaline_Environment,论文/学位论文表格明确数值,材料形态为纤维/纱线，作为织物辅助参照；老化时间不同公开版本出现364/549天表述，统一保留“约1年”。
343,CTG0136,commercial,,,B-明确商业品牌型号,Twaron® 1000,芳纶,纤维/纱线,Twaron® 1000,"pH9, 80°C, ~1 year","pH9, 80°C, ~1 year; finish=0.6–1 wt%",,,,,synthetic air,,10,,,,496.0,,,,,,,,,,,,,,,是,否,是,Influence of Finish Treatment on the Durability of Aramid Fibers Aged Under an Alkaline Environment,,原始研究/机构仓储,,https://www.researchgate.net/publication/46015327_Influence_of_Finish_Treatment_on_the_Durability_of_Aramid_Fibers_Aged_Under_an_Alkaline_Environment,论文/学位论文表格明确数值,材料形态为纤维/纱线，作为织物辅助参照；老化时间不同公开版本出现364/549天表述，统一保留“约1年”。
344,CTG0137,commercial,,,B-明确商业品牌型号,Technora® T000,芳纶,纤维/纱线,Technora® T000,as-received,as-received; finish=0 wt%,,,,,synthetic air,,10,,,,474.0,,,,,,,,,,,,,,,是,否,是,Influence of Finish Treatment on the Durability of Aramid Fibers Aged Under an Alkaline Environment,,原始研究/机构仓储,,https://www.researchgate.net/publication/46015327_Influence_of_Finish_Treatment_on_the_Durability_of_Aramid_Fibers_Aged_Under_an_Alkaline_Environment,论文/学位论文表格明确数值,材料形态为纤维/纱线，作为织物辅助参照；老化时间不同公开版本出现364/549天表述，统一保留“约1年”。
345,CTG0138,commercial,,,B-明确商业品牌型号,Technora® T000,芳纶,纤维/纱线,Technora® T000,"pH11, 80°C, ~1 year","pH11, 80°C, ~1 year; finish=0 wt%",,,,,synthetic air,,10,,,,452.0,,,,,,,,,,,,,,,是,否,是,Influence of Finish Treatment on the Durability of Aramid Fibers Aged Under an Alkaline Environment,,原始研究/机构仓储,,https://www.researchgate.net/publication/46015327_Influence_of_Finish_Treatment_on_the_Durability_of_Aramid_Fibers_Aged_Under_an_Alkaline_Environment,论文/学位论文表格明确数值,材料形态为纤维/纱线，作为织物辅助参照；老化时间不同公开版本出现364/549天表述，统一保留“约1年”。
346,CTG0139,commercial,,,B-明确商业品牌型号,Technora® T000,芳纶,纤维/纱线,Technora® T000,"pH9, 80°C, ~1 year","pH9, 80°C, ~1 year; finish=0 wt%",,,,,synthetic air,,10,,,,457.0,,,,,,,,,,,,,,,是,否,是,Influence of Finish Treatment on the Durability of Aramid Fibers Aged Under an Alkaline Environment,,原始研究/机构仓储,,https://www.researchgate.net/publication/46015327_Influence_of_Finish_Treatment_on_the_Durability_of_Aramid_Fibers_Aged_Under_an_Alkaline_Environment,论文/学位论文表格明确数值,材料形态为纤维/纱线，作为织物辅助参照；老化时间不同公开版本出现364/549天表述，统一保留“约1年”。
347,CTG0140,commercial,,,B-明确商业品牌型号,Technora® T240,芳纶,纤维/纱线,Technora® T240,as-received,as-received; finish=2.5 wt%,,,,,synthetic air,,10,,,,472.0,,,,,,,,,,,,,,,是,否,是,Influence of Finish Treatment on the Durability of Aramid Fibers Aged Under an Alkaline Environment,,原始研究/机构仓储,,https://www.researchgate.net/publication/46015327_Influence_of_Finish_Treatment_on_the_Durability_of_Aramid_Fibers_Aged_Under_an_Alkaline_Environment,论文/学位论文表格明确数值,材料形态为纤维/纱线，作为织物辅助参照；老化时间不同公开版本出现364/549天表述，统一保留“约1年”。
348,CTG0141,commercial,,,B-明确商业品牌型号,Technora® T240,芳纶,纤维/纱线,Technora® T240,"pH11, 80°C, ~1 year","pH11, 80°C, ~1 year; finish=2.5 wt%",,,,,synthetic air,,10,,,,463.0,,,,,,,,,,,,,,,是,否,是,Influence of Finish Treatment on the Durability of Aramid Fibers Aged Under an Alkaline Environment,,原始研究/机构仓储,,https://www.researchgate.net/publication/46015327_Influence_of_Finish_Treatment_on_the_Durability_of_Aramid_Fibers_Aged_Under_an_Alkaline_Environment,论文/学位论文表格明确数值,材料形态为纤维/纱线，作为织物辅助参照；老化时间不同公开版本出现364/549天表述，统一保留“约1年”。
349,CTG0142,commercial,,,B-明确商业品牌型号,Technora® T240,芳纶,纤维/纱线,Technora® T240,"pH9, 80°C, ~1 year","pH9, 80°C, ~1 year; finish=2.5 wt%",,,,,synthetic air,,10,,,,462.0,,,,,,,,,,,,,,,是,否,是,Influence of Finish Treatment on the Durability of Aramid Fibers Aged Under an Alkaline Environment,,原始研究/机构仓储,,https://www.researchgate.net/publication/46015327_Influence_of_Finish_Treatment_on_the_Durability_of_Aramid_Fibers_Aged_Under_an_Alkaline_Environment,论文/学位论文表格明确数值,材料形态为纤维/纱线，作为织物辅助参照；老化时间不同公开版本出现364/549天表述，统一保留“约1年”。
350,CTG0143,commercial,,,B-明确商业品牌材料,Kynol™,其他高性能纤维,纤维,novoloid phenol-formaldehyde fiber,KF-02BT novoloid fiber,as received,,,,,air / absence of oxygen,,,,,,,,,,,,,,,,,,,,,否,否,否,Kynol™ Novoloid Fibers in Friction and Sealing Materials,2000.0,品牌材料技术论文,10.1177/152808370003000203,https://journals.sagepub.com/doi/10.1177/152808370003000203,原文Figure 5（曲线，未数字化）,当前仅确认原始TGA曲线，不目测填精确温度/残余；后续可统一数字化。
351,CTG0144,commercial,,,C-真实NYCO织物体系,NYCO + cyclophosphazene derivatives,棉/锦纶,织物,nylon-cotton blend fabric,pristine Nyco,untreated,,,,,,,,,,,,,,,,,,,,,,,,,20.0,否,是,否,Water-Soluble Cyclophosphazenes as Durable Flame-Retardant Finishes for Nylon/Cotton Blend Fabrics,2022.0,原始论文,10.1021/acsapm.2c01257,https://pubs.acs.org/doi/10.1021/acsapm.2c01257,ACS摘要+SI入口确认TG/LOI,摘要未给NYCO准确混纺比例和TG表格数值。
352,CTG0145,commercial,,,C-真实NYCO织物体系,NYCO + cyclophosphazene derivatives,棉/锦纶,织物,nylon-cotton blend fabric,Nyco_GlyCPZ,GlyCPZ,,,,,,,,,,,,,,,,,,,,,,,,,23.0,否,是,否,Water-Soluble Cyclophosphazenes as Durable Flame-Retardant Finishes for Nylon/Cotton Blend Fabrics,2022.0,原始论文,10.1021/acsapm.2c01257,https://pubs.acs.org/doi/10.1021/acsapm.2c01257,ACS摘要+SI入口确认TG/LOI,摘要未给NYCO准确混纺比例和TG表格数值。
353,CTG0146,commercial,,,C-真实NYCO织物体系,NYCO + cyclophosphazene derivatives,棉/锦纶,织物,nylon-cotton blend fabric,Nyco_ThioGlyCPZ,ThioGlyCPZ,,,,,,,,,,,,,,,,,,,,,,,,,27.5,否,是,否,Water-Soluble Cyclophosphazenes as Durable Flame-Retardant Finishes for Nylon/Cotton Blend Fabrics,2022.0,原始论文,10.1021/acsapm.2c01257,https://pubs.acs.org/doi/10.1021/acsapm.2c01257,ACS摘要+SI入口确认TG/LOI,摘要未给NYCO准确混纺比例和TG表格数值。
354,CTG0147,commercial,,,C-真实NYCO织物体系,PTau-treated NYCO,棉/锦纶,织物,NYCO fabric,Control NYCO,untreated,,,,,,,,,,,,,,,,,,,,,,,,,18.5,否,是,否,Improving the fire performance and washing durability of nylon-cotton blend fabrics by the incorporation taurine derivatives,2022.0,原始论文,,https://www.sciencedirect.com/science/article/abs/pii/S0300944022003150,出版社摘要明确数值,摘要未给准确混纺比例/完整TGA条件。
355,CTG0148,commercial,,,C-真实NYCO织物体系,PTau-treated NYCO,棉/锦纶,织物,NYCO fabric,PTau-NYCO,PTau flame-retardant treatment,,,,,,,,,,,,,,,,,,,,,,,800.0,37.2,36.7,是,是,是,Improving the fire performance and washing durability of nylon-cotton blend fabrics by the incorporation taurine derivatives,2022.0,原始论文,,https://www.sciencedirect.com/science/article/abs/pii/S0300944022003150,出版社摘要明确数值,摘要未给准确混纺比例/完整TGA条件。
356,CTG0149,commercial,,,C-真实织物体系,untreated PET fabric,聚酯,织物,poly(ethylene terephthalate) fabric,untreated PET fabric,untreated PET fabric,,,,,air,,0.1–100,,,,,,,,,,,,,,,,,,,否,否,否,Kinetic and thermogravimetric analysis of the thermal oxidative degradation of flame-retardant polyesters,1984.0,原始论文,10.1002/app.1984.070290319,https://onlinelibrary.wiley.com/doi/10.1002/app.1984.070290319,Wiley摘要确认TGA与材料,当前摘要未给各升温速率的精确特征温度/残余，需要全文。
357,CTG0150,commercial,,,B-商业品牌/工艺,Dacron® 900F,聚酯,织物,poly(ethylene terephthalate) fabric,Dacron® 900F,Dacron® 900F,,,,,air,,0.1–100,,,,,,,,,,,,,,,,,,,否,否,否,Kinetic and thermogravimetric analysis of the thermal oxidative degradation of flame-retardant polyesters,1984.0,原始论文,10.1002/app.1984.070290319,https://onlinelibrary.wiley.com/doi/10.1002/app.1984.070290319,Wiley摘要确认TGA与材料,当前摘要未给各升温速率的精确特征温度/残余，需要全文。
358,CTG0151,commercial,,,C-真实织物体系,TRIS-treated PET fabric,聚酯,织物,poly(ethylene terephthalate) fabric,TRIS-treated PET fabric,TRIS-treated PET fabric,,,,,air,,0.1–100,,,,,,,,,,,,,,,,,,,否,否,否,Kinetic and thermogravimetric analysis of the thermal oxidative degradation of flame-retardant polyesters,1984.0,原始论文,10.1002/app.1984.070290319,https://onlinelibrary.wiley.com/doi/10.1002/app.1984.070290319,Wiley摘要确认TGA与材料,当前摘要未给各升温速率的精确特征温度/残余，需要全文。
359,CTG0152,commercial,,,B-中国商业品牌热响应锚点,泰美达®/Newstar® Meta-aramid,芳纶,纤维/织物原料,"PMIA, meta-aramid",commercial meta-aramid product family,commercial inherent FR fiber,,,,,,,,,,,,,,,,,,,,,,,,,28.0,否,是,否,Newstar® Meta-aramid — Product Properties,,中国厂家官方规格,,https://en.tayho.com.cn/product/Product%20Properties1.htm,厂家官网原始产品页,没有公开TG曲线，因此400°C不写入Tonset栏，避免把厂家“starts to get carbonized”当TGA定义。
360,CTG0152,commercial,,,B-商业阻燃剂/真实PET织物,ZB-467 / Rucoflam PSY-E / Pekoflam PES,聚酯,2/1斜纹机织物,"PET woven fabric, 275 g/m²",REF.,untreated,,,,,N2,,10,,404.0,,,,,,,,,,,,,,600.0,9.19,21.0,是,是,是,Effect of Zinc Borate on Flammability of PET Woven Fabrics,2019.0,原始论文全文,10.1155/2019/7150736,https://onlinelibrary.wiley.com/doi/10.1155/2019/7150736,原文Table 4 + Table 5,LOI为0次洗涤状态，与TG同为处理后初始状态；10/20次洗涤LOI不冒充已有TG。
361,CTG0153,commercial,,,B-商业阻燃剂/真实PET织物,ZB-467 / Rucoflam PSY-E / Pekoflam PES,聚酯,2/1斜纹机织物,"PET woven fabric, 275 g/m²",Z50,ZB-467 50 g/L,,,,,N2,,10,,396.0,,,,,,,,,,,,,,600.0,15.68,21.9,是,是,是,Effect of Zinc Borate on Flammability of PET Woven Fabrics,2019.0,原始论文全文,10.1155/2019/7150736,https://onlinelibrary.wiley.com/doi/10.1155/2019/7150736,原文Table 4 + Table 5,LOI为0次洗涤状态，与TG同为处理后初始状态；10/20次洗涤LOI不冒充已有TG。
362,CTG0154,commercial,,,B-商业阻燃剂/真实PET织物,ZB-467 / Rucoflam PSY-E / Pekoflam PES,聚酯,2/1斜纹机织物,"PET woven fabric, 275 g/m²",Z100,ZB-467 100 g/L,,,,,N2,,10,,398.0,,,,,,,,,,,,,,600.0,17.09,22.9,是,是,是,Effect of Zinc Borate on Flammability of PET Woven Fabrics,2019.0,原始论文全文,10.1155/2019/7150736,https://onlinelibrary.wiley.com/doi/10.1155/2019/7150736,原文Table 4 + Table 5,LOI为0次洗涤状态，与TG同为处理后初始状态；10/20次洗涤LOI不冒充已有TG。
