<PARSED TEXT FOR SHEET: 1 / 1 TABS,DOI,FR_concentration_g_L,LOI_max_pct,LOI_min_pct,LOI_pct,LOI_state,LOI_uncertainty_pct,PA_UR_concentration_g_L,PA_dosage_owf_pct,R400_pct,R500_pct,R550_pct,R600_pct,R650_pct,R700_pct,R750_pct,R800_pct,T10_C,T1_C,T20_C,T40_C,T50_C,T5_C,Tmax1_C,Tmax2_C,Tmax3_C,Tmax4_C,Tonset_C,add_on_pct,add_on_pct_initial,application,area_density_g_m2,atmosphere,batch_id,bilayers,commercial_FR_product,commercial_fabric_id,composition,dataset_type,decomposition_end_C,direct_numeric_use,evidence,gas_flow_mL_min,grafting_pct,heating_rate_C_min,journal,limitations,loading_pct,material_category,material_form,material_form_LOI,material_form_TGA,max_mass_loss_rate,max_mass_loss_rate1,max_mass_loss_rate2,rate_unit,residue_at_Tmax1_pct,residue_at_Tmax2_pct,residue_at_Tmax3_pct,residue_at_Tmax_pct,sample_state,source_file,source_location,source_title,source_type,source_url,stage1_end_C,stage1_mass_loss_pct,stage1_start_C,stage2_end_C,stage2_mass_loss_pct,stage2_start_C,stage3_mass_loss_pct,stage3_start_C,treatment_chemistry,treatment_method,treatment_state,trilayers,washing_state,weight_gain_pct,year,pair_quality,pair_key
,10.3390/polym11121969,,,,24.5,as prepared,0.3,,,,,,19.0,,,,,,317.0,,,,384.0,,,,,,,,,,N2,B20260921-059,,,,polyester textile with polyurethane coating,,,yes,"Open full text numerical TGA Table 5 + LOI Table 3; TGA method 50–700 °C, N2, 20 °C/min; LOI repeated three times (±0.3%)",,,20.0,Polymers,"Td,1% retained separately as T1_C; not re-labelled as Tonset.",,polyester,textile fabric,,,,,,,,,,,14.7%CPA-Al/PU/T,data/incoming/verified_web_batch_20260921_b4.csv,Methods; Tables 3 and 5,Synthesis and Characterization of Aluminum 2-Carboxyethyl-Phenyl-Phosphinate and Its Flame-Retardant Application in Polyester,,https://www.mdpi.com/2073-4360/11/12/1969,,,,,,,,,CPA-Al in polyurethane; 14.7 wt% in textile sample,CPA-Al mixed into PU coating and applied to polyester textile,FR PU coated,,,,2019.0,A,10.3390/polym11121969||14.7%CPA-Al/PU/T||N2||20.0
,10.3390/ma11101842,,,,24.0,as prepared,0.31,,,,,,33.95,,,,,277.04,,,,367.71,,,,,,,,,,,N2,B20260921-060,,,,silk fabric,,,yes,"Open full text numerical TGA Table 4 + LOI Table 2; TGA 30–700 °C in N2 (100 mL/min), 10 °C/min",100.0,,10.0,Materials,Only sample states explicitly present in TGA Table 4 are transcribed.,,silk,fabric,,,,,,,,,,,Silk,data/incoming/verified_web_batch_20260921_b4.csv,Methods; Tables 2 and 4,Synergistic Effects and Mechanism of Modified Silica Sol Flame Retardant Systems on Silk Fabric,,https://www.mdpi.com/1996-1944/11/10/1842,,,,,,,,,,,untreated,,,,2018.0,A,10.3390/ma11101842||Silk||N2||10.0
,10.3390/ma11101842,,,,26.1,as prepared,0.26,,,,,,41.08,,,,,248.91,,,,412.94,,,,,,,,,,,N2,B20260921-061,,,,silk fabric,,,yes,"Open full text numerical TGA Table 4 + LOI Table 2; TGA 30–700 °C in N2 (100 mL/min), 10 °C/min",100.0,,10.0,Materials,Only sample states explicitly present in TGA Table 4 are transcribed.,,silk,fabric,,,,,,,,,,,Silk-Si,data/incoming/verified_web_batch_20260921_b4.csv,Methods; Tables 2 and 4,Synergistic Effects and Mechanism of Modified Silica Sol Flame Retardant Systems on Silk Fabric,,https://www.mdpi.com/1996-1944/11/10/1842,,,,,,,,,pure silica sol,sol-gel finishing,FR treated,,,,2018.0,A,10.3390/ma11101842||Silk-Si||N2||10.0
,10.3390/ma11101842,,,,28.0,as prepared,0.15,,,,,,43.55,,,,,114.33,,,,462.06,,,,,,,,,,,N2,B20260921-062,,,,silk fabric,,,yes,"Open full text numerical TGA Table 4 + LOI Table 2; TGA 30–700 °C in N2 (100 mL/min), 10 °C/min",100.0,,10.0,Materials,Only sample states explicitly present in TGA Table 4 are transcribed.,,silk,fabric,,,,,,,,,,,Silk-B,data/incoming/verified_web_batch_20260921_b4.csv,Methods; Tables 2 and 4,Synergistic Effects and Mechanism of Modified Silica Sol Flame Retardant Systems on Silk Fabric,,https://www.mdpi.com/1996-1944/11/10/1842,,,,,,,,,boric acid,flame-retardant finishing,FR treated,,,,2018.0,A,10.3390/ma11101842||Silk-B||N2||10.0
,10.3390/ma11101842,,,,25.3,as prepared,0.22,,,,,,32.14,,,,,257.07,,,,373.98,,,,,,,,,,,N2,B20260921-063,,,,silk fabric,,,yes,"Open full text numerical TGA Table 4 + LOI Table 2; TGA 30–700 °C in N2 (100 mL/min), 10 °C/min",100.0,,10.0,Materials,Only sample states explicitly present in TGA Table 4 are transcribed.,,silk,fabric,,,,,,,,,,,Silk-N2,data/incoming/verified_web_batch_20260921_b4.csv,Methods; Tables 2 and 4,Synergistic Effects and Mechanism of Modified Silica Sol Flame Retardant Systems on Silk Fabric,,https://www.mdpi.com/1996-1944/11/10/1842,,,,,,,,,cyanoguanidine (N2),flame-retardant finishing,FR treated,,,,2018.0,A,10.3390/ma11101842||Silk-N2||N2||10.0
,10.3390/ma11101842,,,,31.0,as prepared,0.2,,,,,,35.18,,,,,215.84,,,,377.1,,,,,,,,,,,N2,B20260921-064,,,,silk fabric,,,yes,"Open full text numerical TGA Table 4 + LOI Table 2; TGA 30–700 °C in N2 (100 mL/min), 10 °C/min",100.0,,10.0,Materials,Only sample states explicitly present in TGA Table 4 are transcribed.,,silk,fabric,,,,,,,,,,,Silk-P2,data/incoming/verified_web_batch_20260921_b4.csv,Methods; Tables 2 and 4,Synergistic Effects and Mechanism of Modified Silica Sol Flame Retardant Systems on Silk Fabric,,https://www.mdpi.com/1996-1944/11/10/1842,,,,,,,,,DOPO (P2),flame-retardant finishing,FR treated,,,,2018.0,A,10.3390/ma11101842||Silk-P2||N2||10.0
,10.3390/ma11101842,,,,31.2,as prepared,0.18,,,,,,44.02,,,,,272.47,,,,459.54,,,,,,,,,,,N2,B20260921-065,,,,silk fabric,,,yes,"Open full text numerical TGA Table 4 + LOI Table 2; TGA 30–700 °C in N2 (100 mL/min), 10 °C/min",100.0,,10.0,Materials,Only sample states explicitly present in TGA Table 4 are transcribed.,,silk,fabric,,,,,,,,,,,Si-B,data/incoming/verified_web_batch_20260921_b4.csv,Methods; Tables 2 and 4,Synergistic Effects and Mechanism of Modified Silica Sol Flame Retardant Systems on Silk Fabric,,https://www.mdpi.com/1996-1944/11/10/1842,,,,,,,,,boric-acid-modified silica sol,sol-gel finishing; Si/B molar ratio 1:0.24,FR treated,,,,2018.0,A,10.3390/ma11101842||Si-B||N2||10.0
,10.3390/ma11101842,,,,29.7,as prepared,0.26,,,,,,42.17,,,,,245.3,,,,422.93,,,,,,,,,,,N2,B20260921-066,,,,silk fabric,,,yes,"Open full text numerical TGA Table 4 + LOI Table 2; TGA 30–700 °C in N2 (100 mL/min), 10 °C/min",100.0,,10.0,Materials,Only sample states explicitly present in TGA Table 4 are transcribed.,,silk,fabric,,,,,,,,,,,Si-N1,data/incoming/verified_web_batch_20260921_b4.csv,Methods; Tables 2 and 4,Synergistic Effects and Mechanism of Modified Silica Sol Flame Retardant Systems on Silk Fabric,,https://www.mdpi.com/1996-1944/11/10/1842,,,,,,,,,urea-modified silica sol,sol-gel finishing; Si:N1 element molar ratio 2:1,FR treated,,,,2018.0,A,10.3390/ma11101842||Si-N1||N2||10.0
,10.3390/ma11101842,,,,27.0,as prepared,0.31,,,,,,41.39,,,,,240.95,,,,423.78,,,,,,,,,,,N2,B20260921-067,,,,silk fabric,,,yes,"Open full text numerical TGA Table 4 + LOI Table 2; TGA 30–700 °C in N2 (100 mL/min), 10 °C/min",100.0,,10.0,Materials,Only sample states explicitly present in TGA Table 4 are transcribed.,,silk,fabric,,,,,,,,,,,Si-N2,data/incoming/verified_web_batch_20260921_b4.csv,Methods; Tables 2 and 4,Synergistic Effects and Mechanism of Modified Silica Sol Flame Retardant Systems on Silk Fabric,,https://www.mdpi.com/1996-1944/11/10/1842,,,,,,,,,cyanoguanidine-modified silica sol,sol-gel finishing; Si:N2 element molar ratio 2:1,FR treated,,,,2018.0,A,10.3390/ma11101842||Si-N2||N2||10.0
,10.3390/ma11101842,,,,29.8,as prepared,0.28,,,,,,35.69,,,,,282.23,,,,380.94,,,,,,,,,,,N2,B20260921-068,,,,silk fabric,,,yes,"Open full text numerical TGA Table 4 + LOI Table 2; TGA 30–700 °C in N2 (100 mL/min), 10 °C/min",100.0,,10.0,Materials,Only sample states explicitly present in TGA Table 4 are transcribed.,,silk,fabric,,,,,,,,,,,Si-N3,data/incoming/verified_web_batch_20260921_b4.csv,Methods; Tables 2 and 4,Synergistic Effects and Mechanism of Modified Silica Sol Flame Retardant Systems on Silk Fabric,,https://www.mdpi.com/1996-1944/11/10/1842,,,,,,,,,MCA-modified silica sol,sol-gel finishing; Si:N3 element molar ratio 1:2,FR treated,,,,2018.0,A,10.3390/ma11101842||Si-N3||N2||10.0
,10.3390/ma11101842,,,,38.6,as prepared,0.22,,,,,,47.76,,,,,214.07,,,,529.19,,,,,,,,,,,N2,B20260921-069,,,,silk fabric,,,yes,"Open full text numerical TGA Table 4 + LOI Table 2; TGA 30–700 °C in N2 (100 mL/min), 10 °C/min",100.0,,10.0,Materials,Only sample states explicitly present in TGA Table 4 are transcribed.,,silk,fabric,,,,,,,,,,,Si-P1,data/incoming/verified_web_batch_20260921_b4.csv,Methods; Tables 2 and 4,Synergistic Effects and Mechanism of Modified Silica Sol Flame Retardant Systems on Silk Fabric,,https://www.mdpi.com/1996-1944/11/10/1842,,,,,,,,,HEDP + silica sol,physical doping; Si/P element molar ratio 1:2,FR treated,,,,2018.0,A,10.3390/ma11101842||Si-P1||N2||10.0
,10.3390/ma11101842,,,,33.5,as prepared,0.32,,,,,,44.04,,,,,287.22,,,,463.74,,,,,,,,,,,N2,B20260921-070,,,,silk fabric,,,yes,"Open full text numerical TGA Table 4 + LOI Table 2; TGA 30–700 °C in N2 (100 mL/min), 10 °C/min",100.0,,10.0,Materials,Only sample states explicitly present in TGA Table 4 are transcribed.,,silk,fabric,,,,,,,,,,,Si-P2,data/incoming/verified_web_batch_20260921_b4.csv,Methods; Tables 2 and 4,Synergistic Effects and Mechanism of Modified Silica Sol Flame Retardant Systems on Silk Fabric,,https://www.mdpi.com/1996-1944/11/10/1842,,,,,,,,,DOPO-modified silica sol,sol-gel finishing; Si/P2 molar ratio 3:1,FR treated,,,,2018.0,A,10.3390/ma11101842||Si-P2||N2||10.0
,10.1039/D2RA04873F,,,,23.3,0 laundering cycles,,,,,,,,,,,2.9,,,,,393.0,269.0,321.0,,,,,,,,,air,B20260921-071,,,,silk fabric,,,yes,Open full text numerical TGA Table 2 in air and N2 + LOI Table 4; TGA method ambient–800 °C at 10 °C/min,,,10.0,RSC Advances,Only the unwashed LOI is paired with the TGA state; wash-cycle LOI values are retained out of this row set.,,silk,fabric,,,,,,,,,,,Silk,data/incoming/verified_web_batch_20260921_b5.csv,Experimental characterization; Tables 2 and 4,"One-pot strategy to simultaneously prepare dyed, flame retardant and UV-resistant silk fabric based on a safflower yellow derivative",,https://pubs.rsc.org/en/content/articlelanding/2022/ra/d2ra04873f,,,,,,,,,,,untreated,,,,2022.0,A,10.1039/d2ra04873f||Silk||air||10.0
,10.1039/D2RA04873F,,,,23.3,0 laundering cycles,,,,,,,,,,,27.8,,,,,392.0,281.0,326.0,,,,,,,,,N2,B20260921-072,,,,silk fabric,,,yes,Open full text numerical TGA Table 2 in air and N2 + LOI Table 4; TGA method ambient–800 °C at 10 °C/min,,,10.0,RSC Advances,Only the unwashed LOI is paired with the TGA state; wash-cycle LOI values are retained out of this row set.,,silk,fabric,,,,,,,,,,,Silk,data/incoming/verified_web_batch_20260921_b5.csv,Experimental characterization; Tables 2 and 4,"One-pot strategy to simultaneously prepare dyed, flame retardant and UV-resistant silk fabric based on a safflower yellow derivative",,https://pubs.rsc.org/en/content/articlelanding/2022/ra/d2ra04873f,,,,,,,,,,,untreated,,,,2022.0,A,10.1039/d2ra04873f||Silk||N2||10.0
,10.1039/D2RA04873F,,,,24.1,0 laundering cycles,,,,,,,,,,,3.7,,,,,411.0,195.0,326.0,,,,,,,,,air,B20260921-073,,,,silk fabric,,,yes,Open full text numerical TGA Table 2 in air and N2 + LOI Table 4; TGA method ambient–800 °C at 10 °C/min,,,10.0,RSC Advances,Only the unwashed LOI is paired with the TGA state; wash-cycle LOI values are retained out of this row set.,,silk,fabric,,,,,,,,,,,D-silk,data/incoming/verified_web_batch_20260921_b5.csv,Experimental characterization; Tables 2 and 4,"One-pot strategy to simultaneously prepare dyed, flame retardant and UV-resistant silk fabric based on a safflower yellow derivative",,https://pubs.rsc.org/en/content/articlelanding/2022/ra/d2ra04873f,,,,,,,,,safflower yellow (SY) dye treatment,wet-chemical finishing as described in source,dyed,,,,2022.0,A,10.1039/d2ra04873f||D-silk||air||10.0
,10.1039/D2RA04873F,,,,24.1,0 laundering cycles,,,,,,,,,,,31.1,,,,,266.0,201.0,323.0,,,,,,,,,N2,B20260921-074,,,,silk fabric,,,yes,Open full text numerical TGA Table 2 in air and N2 + LOI Table 4; TGA method ambient–800 °C at 10 °C/min,,,10.0,RSC Advances,Only the unwashed LOI is paired with the TGA state; wash-cycle LOI values are retained out of this row set.,,silk,fabric,,,,,,,,,,,D-silk,data/incoming/verified_web_batch_20260921_b5.csv,Experimental characterization; Tables 2 and 4,"One-pot strategy to simultaneously prepare dyed, flame retardant and UV-resistant silk fabric based on a safflower yellow derivative",,https://pubs.rsc.org/en/content/articlelanding/2022/ra/d2ra04873f,,,,,,,,,safflower yellow (SY) dye treatment,wet-chemical finishing as described in source,dyed,,,,2022.0,A,10.1039/d2ra04873f||D-silk||N2||10.0
,10.1039/D2RA04873F,,,,31.5,0 laundering cycles,,,,,,,,,,,8.1,,,,,410.0,164.0,298.0,,,,,,,,,air,B20260921-075,,,,silk fabric,,,yes,Open full text numerical TGA Table 2 in air and N2 + LOI Table 4; TGA method ambient–800 °C at 10 °C/min,,,10.0,RSC Advances,Only the unwashed LOI is paired with the TGA state; wash-cycle LOI values are retained out of this row set.,,silk,fabric,,,,,,,,,,,PN-silk,data/incoming/verified_web_batch_20260921_b5.csv,Experimental characterization; Tables 2 and 4,"One-pot strategy to simultaneously prepare dyed, flame retardant and UV-resistant silk fabric based on a safflower yellow derivative",,https://pubs.rsc.org/en/content/articlelanding/2022/ra/d2ra04873f,,,,,,,,,phosphoric acid + urea phosphorylation treatment,90 °C bath treatment 1 h; squeeze to 150% liquid retention; bake 165 °C 4 min; wash and dry 60 °C,FR treated,,,,2022.0,A,10.1039/d2ra04873f||PN-silk||air||10.0
,10.1039/D2RA04873F,,,,31.5,0 laundering cycles,,,,,,,,,,,30.9,,,,,393.0,149.0,299.0,,,,,,,,,N2,B20260921-076,,,,silk fabric,,,yes,Open full text numerical TGA Table 2 in air and N2 + LOI Table 4; TGA method ambient–800 °C at 10 °C/min,,,10.0,RSC Advances,Only the unwashed LOI is paired with the TGA state; wash-cycle LOI values are retained out of this row set.,,silk,fabric,,,,,,,,,,,PN-silk,data/incoming/verified_web_batch_20260921_b5.csv,Experimental characterization; Tables 2 and 4,"One-pot strategy to simultaneously prepare dyed, flame retardant and UV-resistant silk fabric based on a safflower yellow derivative",,https://pubs.rsc.org/en/content/articlelanding/2022/ra/d2ra04873f,,,,,,,,,phosphoric acid + urea phosphorylation treatment,90 °C bath treatment 1 h; squeeze to 150% liquid retention; bake 165 °C 4 min; wash and dry 60 °C,FR treated,,,,2022.0,A,10.1039/d2ra04873f||PN-silk||N2||10.0
,10.1039/D2RA04873F,,,,32.8,0 laundering cycles,,,,,,,,,,,17.4,,,,,515.0,160.0,775.0,,,,,,,,,air,B20260921-077,,,,silk fabric,,,yes,Open full text numerical TGA Table 2 in air and N2 + LOI Table 4; TGA method ambient–800 °C at 10 °C/min,,,10.0,RSC Advances,Only the unwashed LOI is paired with the TGA state; wash-cycle LOI values are retained out of this row set.,,silk,fabric,,,,,,,,,,,FR-silk,data/incoming/verified_web_batch_20260921_b5.csv,Experimental characterization; Tables 2 and 4,"One-pot strategy to simultaneously prepare dyed, flame retardant and UV-resistant silk fabric based on a safflower yellow derivative",,https://pubs.rsc.org/en/content/articlelanding/2022/ra/d2ra04873f,,,,,,,,,phosphorylated safflower yellow derivative (ASY); weight gain 8.2 wt%,wet-chemical finishing as described in source,dyed + FR treated,,,,2022.0,A,10.1039/d2ra04873f||FR-silk||air||10.0
,10.1039/D2RA04873F,,,,32.8,0 laundering cycles,,,,,,,,,,,37.1,,,,,432.0,266.0,321.0,,,,,,,,,N2,B20260921-078,,,,silk fabric,,,yes,Open full text numerical TGA Table 2 in air and N2 + LOI Table 4; TGA method ambient–800 °C at 10 °C/min,,,10.0,RSC Advances,Only the unwashed LOI is paired with the TGA state; wash-cycle LOI values are retained out of this row set.,,silk,fabric,,,,,,,,,,,FR-silk,data/incoming/verified_web_batch_20260921_b5.csv,Experimental characterization; Tables 2 and 4,"One-pot strategy to simultaneously prepare dyed, flame retardant and UV-resistant silk fabric based on a safflower yellow derivative",,https://pubs.rsc.org/en/content/articlelanding/2022/ra/d2ra04873f,,,,,,,,,phosphorylated safflower yellow derivative (ASY); weight gain 8.2 wt%,wet-chemical finishing as described in source,dyed + FR treated,,,,2022.0,A,10.1039/d2ra04873f||FR-silk||N2||10.0
,10.1177/1528083720938158,,,,18.2,as prepared,0.5,,,,,,,,7.1,,,,,,,,425.0,468.0,,,,,,,,,N2,B20260921-079,,,,PP nonwoven fabric,,,yes,"Original article numerical TGA Table 3 + LOI table; TGA method ~4 mg, N2 60 mL/min, ambient–800 °C, 10 °C/min",60.0,,10.0,Journal of Industrial Textiles,Article was first published online in 2020 and assigned to a 2022 issue; year field uses first online publication year.,,polypropylene,nonwoven fabric,,,,,,,,,,,Control PP fabric,data/incoming/verified_web_batch_20260921_b5.csv,Experimental TGA method; flame-retardancy table; Table 3,Intumescent flame retardant finishing for polypropylene nonwoven fabric,,https://journals.sagepub.com/doi/10.1177/1528083720938158,,,,,,,,,,,untreated,,,,2020.0,A,10.1177/1528083720938158||Control PP fabric||N2||10.0
,10.1177/1528083720938158,,,,23.5,as prepared,0.2,,,,,,,,15.9,,,,,,,,302.0,486.0,,,,,,,,,N2,B20260921-080,,,,PP nonwoven fabric,,,yes,"Original article numerical TGA Table 3 + LOI table; TGA method ~4 mg, N2 60 mL/min, ambient–800 °C, 10 °C/min",60.0,,10.0,Journal of Industrial Textiles,Article was first published online in 2020 and assigned to a 2022 issue; year field uses first online publication year.,,polypropylene,nonwoven fabric,,,,,,,,,,,PP-1,data/incoming/verified_web_batch_20260921_b5.csv,Experimental TGA method; flame-retardancy table; Table 3,Intumescent flame retardant finishing for polypropylene nonwoven fabric,,https://journals.sagepub.com/doi/10.1177/1528083720938158,,,,,,,,,30% intumescent FR (APP/PER mass ratio 5); weight gain 34.9%,CTAC hydrophilization followed by APP/PER pad-dry finishing,FR treated,,,,2020.0,A,10.1177/1528083720938158||PP-1||N2||10.0
,10.1177/1528083720938158,,,,21.3,as prepared,0.4,,,,,,,,17.6,,,,,,,,234.0,485.0,,,,,,,,,N2,B20260921-081,,,,PP nonwoven fabric,,,yes,"Original article numerical TGA Table 3 + LOI table; TGA method ~4 mg, N2 60 mL/min, ambient–800 °C, 10 °C/min",60.0,,10.0,Journal of Industrial Textiles,Article was first published online in 2020 and assigned to a 2022 issue; year field uses first online publication year.,,polypropylene,nonwoven fabric,,,,,,,,,,,PP-2,data/incoming/verified_web_batch_20260921_b5.csv,Experimental TGA method; flame-retardancy table; Table 3,Intumescent flame retardant finishing for polypropylene nonwoven fabric,,https://journals.sagepub.com/doi/10.1177/1528083720938158,,,,,,,,,30% intumescent FR (APP/PER mass ratio 4); weight gain 35.2%,CTAC hydrophilization followed by APP/PER pad-dry finishing,FR treated,,,,2020.0,A,10.1177/1528083720938158||PP-2||N2||10.0
,10.1177/1528083720938158,,,,21.0,as prepared,0.2,,,,,,,,17.9,,,,,,,,256.0,487.0,,,,,,,,,N2,B20260921-082,,,,PP nonwoven fabric,,,yes,"Original article numerical TGA Table 3 + LOI table; TGA method ~4 mg, N2 60 mL/min, ambient–800 °C, 10 °C/min",60.0,,10.0,Journal of Industrial Textiles,Article was first published online in 2020 and assigned to a 2022 issue; year field uses first online publication year.,,polypropylene,nonwoven fabric,,,,,,,,,,,PP-3,data/incoming/verified_web_batch_20260921_b5.csv,Experimental TGA method; flame-retardancy table; Table 3,Intumescent flame retardant finishing for polypropylene nonwoven fabric,,https://journals.sagepub.com/doi/10.1177/1528083720938158,,,,,,,,,30% intumescent FR (APP/PER mass ratio 3); weight gain 34.8%,CTAC hydrophilization followed by APP/PER pad-dry finishing,FR treated,,,,2020.0,A,10.1177/1528083720938158||PP-3||N2||10.0
,10.3390/molecules26123588,,,,17.0,0 laundering cycles,,,,,,,,,,,13.6,,,,,339.5,295.0,337.3,,,,,,,,,N2,B20260921-083,,,,regenerated cellulose (lyocell),,,yes,Open full text numerical TG Table 3 + LOI Table 4; TGA/DTG from room temperature to 800 °C at 10 °C/min under N2 and air,,,10.0,Molecules,Only the 0-cycle LOI is paired with the as-prepared TGA state; washed LOI values are not duplicated as TG observations.,,lyocell,fabric,,,,,,,,,,,Lyocell,data/incoming/verified_web_batch_20260921_b6.csv,Characterization method; Tables 3 and 4,Synthesis of Novel Arginine-Based Flame Retardant and Its Application in Lyocell Fabric,,https://www.mdpi.com/1420-3049/26/12/3588,,,,,,,,,,,untreated,,,,2021.0,A,10.3390/molecules26123588||Lyocell||N2||10.0
,10.3390/molecules26123588,,,,39.5,0 laundering cycles,0.1,,,,,,,,,,33.7,,,,,394.1,229.4,278.1,,,,,,,,,N2,B20260921-084,,,,regenerated cellulose (lyocell),,,yes,Open full text numerical TG Table 3 + LOI Table 4; TGA/DTG from room temperature to 800 °C at 10 °C/min under N2 and air,,,10.0,Molecules,Only the 0-cycle LOI is paired with the as-prepared TGA state; washed LOI values are not duplicated as TG observations.,,lyocell,fabric,,,,,,,,,,,FR-lyocell,data/incoming/verified_web_batch_20260921_b6.csv,Characterization method; Tables 3 and 4,Synthesis of Novel Arginine-Based Flame Retardant and Its Application in Lyocell Fabric,,https://www.mdpi.com/1420-3049/26/12/3588,,,,,,,,,arginine/phosphoric acid/urea-derived P/N flame retardant grafted by dip-dry-cure,dip-dry-cure grafting,FR treated,,,,2021.0,A,10.3390/molecules26123588||FR-lyocell||N2||10.0
,10.3390/molecules26123588,,,,17.0,0 laundering cycles,,,,,,,,,,,3.9,,,,,326.5,273.0,333.0,,,,,,,,,air,B20260921-085,,,,regenerated cellulose (lyocell),,,yes,Open full text numerical TG Table 3 + LOI Table 4; TGA/DTG from room temperature to 800 °C at 10 °C/min under N2 and air,,,10.0,Molecules,Only the 0-cycle LOI is paired with the as-prepared TGA state; washed LOI values are not duplicated as TG observations.,,lyocell,fabric,,,,,,,,,,,Lyocell,data/incoming/verified_web_batch_20260921_b6.csv,Characterization method; Tables 3 and 4,Synthesis of Novel Arginine-Based Flame Retardant and Its Application in Lyocell Fabric,,https://www.mdpi.com/1420-3049/26/12/3588,,,,,,,,,,,untreated,,,,2021.0,A,10.3390/molecules26123588||Lyocell||air||10.0
,10.3390/molecules26123588,,,,39.5,0 laundering cycles,0.1,,,,,,,,,,3.3,,,,,369.1,234.1,272.8,,,,,,,,,air,B20260921-086,,,,regenerated cellulose (lyocell),,,yes,Open full text numerical TG Table 3 + LOI Table 4; TGA/DTG from room temperature to 800 °C at 10 °C/min under N2 and air,,,10.0,Molecules,Only the 0-cycle LOI is paired with the as-prepared TGA state; washed LOI values are not duplicated as TG observations.,,lyocell,fabric,,,,,,,,,,,FR-lyocell,data/incoming/verified_web_batch_20260921_b6.csv,Characterization method; Tables 3 and 4,Synthesis of Novel Arginine-Based Flame Retardant and Its Application in Lyocell Fabric,,https://www.mdpi.com/1420-3049/26/12/3588,,,,,,,,,arginine/phosphoric acid/urea-derived P/N flame retardant grafted by dip-dry-cure,dip-dry-cure grafting,FR treated,,,,2021.0,A,10.3390/molecules26123588||FR-lyocell||air||10.0
,10.1039/D1RA06573D,,,,18.2,0 laundering cycles,,,,,,,,,,,1.4,,,,,330.0,111.0,323.0,,,,,,,,,air,B20260921-087,,,,regenerated cellulose (lyocell),,,yes,Open full text: TGA Table 3 + LOI Table 4; TGA 40–800 °C at 10 °C/min in air and nitrogen. FR-lyocell sample preparation explicitly uses PNPG 120 g/L.,,,10.0,RSC Advances,"TG table labels the treated state as FR-lyocell; Methods §2.3 defines that analytical sample using PNPG 120 g/L, so LOI is paired to the 120 g/L 0-LC state only.",,lyocell,fabric,,,,,,,,,,,Lyocell,data/incoming/verified_web_batch_20260921_b7.csv,Methods §2.3–2.4; Tables 3–4,"Enhancing the flame retardancy of lyocell fabric finished with an efficient, halogen-free flame retardant",,https://pmc.ncbi.nlm.nih.gov/articles/PMC9042939/,,,,,,,,,,,untreated,,,,2021.0,A,10.1039/d1ra06573d||Lyocell||air||10.0
,10.1039/D1RA06573D,,,,36.4,0 laundering cycles,,,,,,,,,,,3.8,,,,,376.0,222.0,255.0,,,,,,,,,air,B20260921-088,,,,regenerated cellulose (lyocell),,,yes,Open full text: TGA Table 3 + LOI Table 4; TGA 40–800 °C at 10 °C/min in air and nitrogen. FR-lyocell sample preparation explicitly uses PNPG 120 g/L.,,,10.0,RSC Advances,"TG table labels the treated state as FR-lyocell; Methods §2.3 defines that analytical sample using PNPG 120 g/L, so LOI is paired to the 120 g/L 0-LC state only.",,lyocell,fabric,,,,,,,,,,,FR-lyocell-120,data/incoming/verified_web_batch_20260921_b7.csv,Methods §2.3–2.4; Tables 3–4,"Enhancing the flame retardancy of lyocell fabric finished with an efficient, halogen-free flame retardant",,https://pmc.ncbi.nlm.nih.gov/articles/PMC9042939/,,,,,,,,,"PNPG (neopentyl glycol/phosphoric acid/urea flame retardant), 120 g/L","immerse in finishing liquid at 70 °C, bath ratio 1:35, 3 h; wet pickup ~60%; cure 165 °C 7 min",FR treated,,,,2021.0,A,10.1039/d1ra06573d||FR-lyocell-120||air||10.0
,10.1039/D1RA06573D,,,,18.2,0 laundering cycles,,,,,,,,,,,13.6,,,,,339.0,294.0,338.0,,,,,,,,,N2,B20260921-089,,,,regenerated cellulose (lyocell),,,yes,Open full text: TGA Table 3 + LOI Table 4; TGA 40–800 °C at 10 °C/min in air and nitrogen. FR-lyocell sample preparation explicitly uses PNPG 120 g/L.,,,10.0,RSC Advances,"TG table labels the treated state as FR-lyocell; Methods §2.3 defines that analytical sample using PNPG 120 g/L, so LOI is paired to the 120 g/L 0-LC state only.",,lyocell,fabric,,,,,,,,,,,Lyocell,data/incoming/verified_web_batch_20260921_b7.csv,Methods §2.3–2.4; Tables 3–4,"Enhancing the flame retardancy of lyocell fabric finished with an efficient, halogen-free flame retardant",,https://pmc.ncbi.nlm.nih.gov/articles/PMC9042939/,,,,,,,,,,,untreated,,,,2021.0,A,10.1039/d1ra06573d||Lyocell||N2||10.0
